,Long,Lat,GDP_PPP_mean,GDP_PPP_sum,population,nightlight,hotdays,days_heat_index,temp,precip,precip_percnt,pc
87,17.83208326382868,-30.250416324594,68.20992,6820.992,13.669524,0.018084787,2.6,0.0,0.54,-8.36,-3.97,498.99265
88,17.83208326382868,-30.333749657594,42723.44,4272344.0,9.918314,0.03524775,2.6,0.0,0.54,-8.36,-3.97,430753.06
89,17.83208326382868,-30.417082990594004,28673.445,2867344.5,2.5163155,0.021954777,2.6,0.0,0.54,-8.36,-3.97,1139501.2
90,17.83208326382868,-30.750416322594,205.47362,20547.361,0.6202241,0.031236148,5.05,0.0,0.52,27.2,-4.65,33128.93
91,17.83208326382868,-31.000416321593995,538.0493,53804.93,14.561176,0.030395431,5.05,0.0,0.52,27.2,-4.65,3695.095
92,17.83208326382868,-31.083749654593998,137.99768,13799.769,216.7673,0.032146778,5.05,0.0,0.52,27.2,-4.65,63.66167
93,17.83208326382868,-31.167082987594,274.41104,27441.105,1.153022,inf,5.05,0.0,0.52,27.2,-4.65,23799.29
94,17.91541659682868,-29.417082994594,307.8456,30784.562,1.0707264,0.026938494,7.15,0.0,0.62,-0.47,-0.82,28751.102
95,17.91541659682868,-29.500416327594003,91092.9,9109290.0,2657.1934,0.17750196,2.6,0.0,0.54,-8.36,-3.97,3428.1624
96,17.91541659682868,-29.583749660594,1793474.9,179347490.0,7184.747,0.50614214,2.6,0.0,0.54,-8.36,-3.97,24962.256
97,17.91541659682868,-29.667082993594,352127.12,35212710.0,8448.7295,1.2163582,2.6,0.0,0.54,-8.36,-3.97,4167.8115
98,17.91541659682868,-29.750416326594,230.40892,23040.893,61.20286,0.055738915,2.6,0.0,0.54,-8.36,-3.97,376.46756
99,17.91541659682868,-30.167082991593997,5475.6445,547564.44,234.61694,0.029470101,2.6,0.0,0.54,-8.36,-3.97,2333.8657
100,17.91541659682868,-30.250416324594,5342.5186,534251.9,709.71014,0.0396847,2.6,0.0,0.54,-8.36,-3.97,752.7747
101,17.91541659682868,-30.333749657594,197428.23,19742824.0,1397.0203,0.058452632,2.6,0.0,0.54,-8.36,-3.97,14132.096
102,17.91541659682868,-30.417082990594004,28918.297,2891829.8,20.206247,0.021875147,2.6,0.0,0.54,-8.36,-3.97,143115.62
103,17.91541659682868,-30.500416323594,11114.818,1111481.9,10.8818655,0.025401032,5.05,0.0,0.52,27.2,-4.65,102140.75
104,17.91541659682868,-30.583749656593994,333.35077,33335.08,16.85198,0.02772249,5.05,0.0,0.52,27.2,-4.65,1978.1105
105,17.91541659682868,-30.667082989594,5113.4463,511344.62,9.361552,0.024167407,5.05,0.0,0.52,27.2,-4.65,54621.777
106,17.91541659682868,-30.833749655593994,61.905552,6190.555,0.22306174,0.02448721,5.05,0.0,0.52,27.2,-4.65,27752.654
107,17.91541659682868,-31.000416321593995,24602.725,2460272.5,1.7545186,0.023001334,5.05,0.0,0.52,27.2,-4.65,1402249.2
108,17.91541659682868,-31.083749654593998,65.680756,6568.0757,0.8943824,0.029288365,5.05,0.0,0.52,27.2,-4.65,7343.6997
109,17.91541659682868,-31.167082987594,57079.996,5707999.5,8.685232,0.038896278,5.05,0.0,0.52,27.2,-4.65,657207.5
110,17.91541659682868,-31.250416320594002,15815.421,1581542.1,145.34518,inf,5.05,0.0,0.52,27.2,-4.65,10881.283
111,17.99874992982868,-29.000416329593996,1070.3712,107037.12,0.92483443,0.030537222,7.15,0.0,0.62,-0.47,-0.82,115736.516
112,17.99874992982868,-29.417082994594,199.77141,19977.14,0.59601766,0.024954796,7.15,0.0,0.62,-0.47,-0.82,33517.7
113,17.99874992982868,-29.500416327594003,486906.1,48690610.0,15.096667,0.04033511,2.6,0.0,0.54,-8.36,-3.97,3225255.5
114,17.99874992982868,-29.583749660594,63500.83,6350083.0,50.531136,0.05966358,2.6,0.0,0.54,-8.36,-3.97,125666.74
115,17.99874992982868,-29.667082993594,2548.772,254877.19,41.43793,0.07540868,2.6,0.0,0.54,-8.36,-3.97,6150.8184
116,17.99874992982868,-29.750416326594,1560.188,156018.8,2.0108461,0.021336181,2.6,0.0,0.54,-8.36,-3.97,77588.63
117,17.99874992982868,-29.833749659593998,899.84717,89984.72,0.7785363,0.020603303,2.6,0.0,0.54,-8.36,-3.97,115581.914
118,17.99874992982868,-29.917082992593997,3702.5227,370252.28,1.155035,0.019773562,2.6,0.0,0.54,-8.36,-3.97,320555.03
119,17.99874992982868,-30.083749658593995,201.08328,20108.328,2.3347723,0.007837091,2.6,0.0,0.54,-8.36,-3.97,8612.543
120,17.99874992982868,-30.167082991593997,296375.25,29637524.0,21.787205,0.011465807,2.6,0.0,0.54,-8.36,-3.97,1360317.9
121,17.99874992982868,-30.250416324594,374.6528,37465.28,17.647312,0.009282401,2.6,0.0,0.54,-8.36,-3.97,2123.0022
122,17.99874992982868,-30.333749657594,41663.05,4166305.0,254.45084,0.015613396,2.6,0.0,0.54,-8.36,-3.97,16373.713
123,17.99874992982868,-30.417082990594004,56861.613,5686161.5,276.21765,0.01894712,2.6,0.0,0.54,-8.36,-3.97,20585.8
124,17.99874992982868,-30.500416323594,174979.22,17497922.0,204.85379,0.024564268,5.05,0.0,0.52,27.2,-4.65,85416.64
125,17.99874992982868,-30.750416322594,5348.129,534812.9,3.6279685,0.02739121,5.05,0.0,0.52,27.2,-4.65,147413.88
126,17.99874992982868,-30.833749655593994,14266.775,1426677.5,736.3334,0.03776943,5.05,0.0,0.52,27.2,-4.65,1937.5428
127,17.99874992982868,-31.000416321593995,595.211,59521.098,29.532177,0.02340935,5.05,0.0,0.52,27.2,-4.65,2015.466
128,17.99874992982868,-31.167082987594,1707.2416,170724.16,7.0080748,0.037479173,5.05,0.0,0.52,27.2,-4.65,24361.064
129,17.99874992982868,-31.250416320594002,318.01923,31801.922,12.651892,0.20088503,5.05,0.0,0.52,27.2,-4.65,2513.61
130,17.99874992982868,-31.333749653593998,1485.1422,148514.22,3.257021,0.04229243,5.05,0.0,0.52,27.2,-4.65,45598.176
131,17.99874992982868,-32.833749647594004,1600222.9,160022290.0,69.55797,0.18524383,0.2,0.0,0.45,78.21,-4.68,2300560.2
132,17.99874992982868,-32.917082980594,406868.97,40686896.0,44243.527,4.9629183,0.2,0.0,0.45,78.21,-4.68,919.61237
133,18.08208326282868,-29.500416327594003,53.343124,5334.3125,0.57157385,0.023636207,2.6,0.0,0.54,-8.36,-3.97,9332.674
134,18.08208326282868,-29.667082993594,4.94041,494.04102,0.38996792,0.019544924,2.6,0.0,0.54,-8.36,-3.97,1266.8761
135,18.08208326282868,-29.833749659593998,164.85254,16485.254,5.624309,0.016183363,2.6,0.0,0.54,-8.36,-3.97,2931.0718
136,18.08208326282868,-29.917082992593997,72.76546,7276.546,8.577182,0.017633162,2.6,0.0,0.54,-8.36,-3.97,848.3609
137,18.08208326282868,-30.000416325593996,92.30548,9230.548,0.37522966,0.0139697995,2.6,0.0,0.54,-8.36,-3.97,24599.729
138,18.08208326282868,-30.083749658593995,378.45673,37845.67,0.3786686,0.008325585,2.6,0.0,0.54,-8.36,-3.97,99944.05
139,18.08208326282868,-30.167082991593997,3030.5,303050.0,7.978107,0.011195116,2.6,0.0,0.54,-8.36,-3.97,37985.203
140,18.08208326282868,-30.250416324594,976.0527,97605.266,6.9959846,0.00939308,2.6,0.0,0.54,-8.36,-3.97,13951.612
141,18.08208326282868,-30.333749657594,89.37365,8937.365,621.0502,0.013698325,2.6,0.0,0.54,-8.36,-3.97,14.39073
142,18.08208326282868,-30.583749656593994,5.6100793,561.00793,0.64194584,0.023828972,5.05,0.0,0.52,27.2,-4.65,873.91785
143,18.08208326282868,-30.667082989594,76.47674,7647.674,4.4138165,0.027692005,5.05,0.0,0.52,27.2,-4.65,1732.667
144,18.08208326282868,-30.750416322594,32873.71,3287371.0,5.1311097,0.025891183,5.05,0.0,0.52,27.2,-4.65,640674.5
145,18.08208326282868,-30.833749655593994,131146.14,13114614.0,128.5823,0.027246714,5.05,0.0,0.52,27.2,-4.65,101993.92
146,18.08208326282868,-30.917082988593997,183296.34,18329634.0,744.55554,0.03227818,5.05,0.0,0.52,27.2,-4.65,24618.223
147,18.08208326282868,-31.167082987594,88.48726,8848.726,6.649327,0.026419379,5.05,0.0,0.52,27.2,-4.65,1330.7701
148,18.08208326282868,-31.417082986594,94.749886,9474.988,2.3952677,0.025470192,5.05,0.0,0.52,27.2,-4.65,3955.7117
149,18.08208326282868,-32.833749647594004,2494573.0,249457300.0,2799.0059,0.21258728,0.2,0.0,0.45,78.21,-4.68,89123.53
150,18.08208326282868,-32.917082980594,835109.2,83510920.0,421.6266,1.9132209,0.2,0.0,0.45,78.21,-4.68,198068.44
151,18.08208326282868,-33.000416313594,631090.5,63109050.0,312.29355,3.200565,0.2,0.0,0.45,78.21,-4.68,202082.45
152,18.165416595828678,-29.000416329593996,147.14943,14714.943,5.7947545,0.022061495,7.15,0.0,0.62,-0.47,-0.82,2539.3557
153,18.165416595828678,-29.833749659593998,28.790508,2879.0508,5.9848785,0.018297909,2.6,0.0,0.54,-8.36,-3.97,481.05417
154,18.165416595828678,-30.167082991593997,94860.99,9486099.0,6.5328298,0.012453241,2.6,0.0,0.54,-8.36,-3.97,1452065.9
155,18.165416595828678,-30.250416324594,50944.62,5094462.0,452.64896,0.015345932,2.6,0.0,0.54,-8.36,-3.97,11254.774
156,18.165416595828678,-30.333749657594,3785.71,378571.0,2.9290118,0.0105775455,2.6,0.0,0.54,-8.36,-3.97,129248.71
157,18.165416595828678,-30.417082990594004,1512.0591,151205.9,5.785972,0.012452154,2.6,0.0,0.54,-8.36,-3.97,26133.19
158,18.165416595828678,-30.500416323594,88.285675,8828.567,5.330751,0.010385601,5.05,0.0,0.52,27.2,-4.65,1656.1583
159,18.165416595828678,-30.583749656593994,512.4039,51240.387,3.9763763,0.016285043,5.05,0.0,0.52,27.2,-4.65,12886.201
160,18.165416595828678,-31.167082987594,54.975426,5497.5425,0.721478,0.029082635,5.05,0.0,0.52,27.2,-4.65,7619.834
161,18.165416595828678,-31.250416320594002,187.74887,18774.887,15.82225,0.032608107,5.05,0.0,0.52,27.2,-4.65,1186.6129
162,18.165416595828678,-31.333749653593998,2567.4932,256749.31,7.60905,0.033064097,5.05,0.0,0.52,27.2,-4.65,33742.625
163,18.165416595828678,-31.583749652594,16907.947,1690794.8,143.7172,inf,0.15,0.0,0.48,12.55,-3.22,11764.735
164,18.165416595828678,-32.833749647594004,2893.1453,289314.53,124.38461,0.15431975,0.2,0.0,0.45,78.21,-4.68,2325.9673
165,18.165416595828678,-32.917082980594,93280.04,9328004.0,40.614845,0.14293495,0.2,0.0,0.45,78.21,-4.68,229669.81
166,18.165416595828678,-33.000416313594,330.02597,33002.598,1104.5739,0.2295417,0.2,0.0,0.45,78.21,-4.68,29.878126
167,18.165416595828678,-33.083749646594,3279.0693,327906.94,5.210683,0.08849647,0.2,0.0,0.45,78.21,-4.68,62929.742
168,18.165416595828678,-33.167082979594,9835.86,983586.0,21.060375,0.044550274,0.2,0.0,0.45,78.21,-4.68,46703.156
169,18.24874992882868,-29.000416329593996,25.350662,2535.0662,0.93378985,0.022023302,7.15,0.0,0.62,-0.47,-0.82,2714.8145
170,18.24874992882868,-29.833749659593998,30.7702,3077.02,0.6015684,0.017002946,2.6,0.0,0.54,-8.36,-3.97,5114.996
171,18.24874992882868,-30.000416325593996,4.0299244,402.99243,338.37167,0.019712392,2.6,0.0,0.54,-8.36,-3.97,1.1909757
172,18.24874992882868,-30.167082991593997,179.59105,17959.105,0.113530874,0.01709731,2.6,0.0,0.54,-8.36,-3.97,158186.97
