,Long,Lat,GDP_PPP,population,nightlight
0,17.082083266828676,-28.583749664594,11858.098,1020.34143,0.02023367
1,17.49874993182868,-29.000416329594,5202.977,61.509624,0.020250319
2,17.49874993182868,-29.833749659594,20731.367,4589.5024,0.030544277
3,17.915416596828678,-29.417082994593994,39430.195,25610.348,0.08849381
4,17.915416596828678,-29.833749659594,108752.52,14703.69,0.08231612
5,17.915416596828678,-30.250416324593992,11435.759,4186.862,0.034046493
6,17.915416596828678,-30.667082989593997,2990.817,3661.3752,0.031255312
7,18.33208326182868,-29.417082994593994,19480.596,25.23018,0.022385865
8,18.33208326182868,-29.833749659594,2895.171,368.7979,0.017990625
9,18.33208326182868,-30.250416324593992,23705.514,1296.9958,0.016680483
10,18.33208326182868,-30.667082989593997,10906.663,32.753147,0.019095117
11,18.33208326182868,-31.083749654594,18849.418,2007.3351,0.031416304
12,18.748749926828676,-29.417082994593994,271.26538,2374.7,0.062363878
13,18.748749926828676,-30.250416324593992,648.7099,24.137331,0.02018432
14,18.748749926828676,-30.667082989593997,815.6946,288.31415,0.020775484
15,18.748749926828676,-31.083749654594,2454.7961,65.800705,0.030663282
16,18.748749926828676,-31.500416319593995,149297.4,9535.791,0.07424964
17,18.748749926828676,-31.917082984594,93733.766,14722.926,0.05826471
18,18.748749926828676,-32.33374964959399,41029.332,18609.014,0.08178116
19,18.748749926828676,-32.75041631459399,72140.22,38033.406,0.14330764
20,18.748749926828676,-33.167082979594,178513.58,38941.723,0.2551636
21,18.748749926828676,-33.583749644594,815197.06,119267.71,0.78904146
22,19.165416591828674,-29.417082994593994,8049.804,30.425995,0.025484614
23,19.165416591828674,-29.833749659594,413.8269,69.11026,0.025166545
24,19.165416591828674,-30.667082989593997,74.384636,85.24836,0.023884406
25,19.165416591828674,-31.083749654594,16.495064,235.60255,0.021104615
26,19.165416591828674,-31.500416319593995,20352.633,2826.3013,0.0346297
27,19.165416591828674,-31.917082984594,10098.013,1104.443,0.017651279
28,19.165416591828674,-32.33374964959399,51563.35,4554.8633,0.07273529
29,19.165416591828674,-32.75041631459399,185480.81,29061.426,0.13762376
30,19.58208325682868,-29.000416329594,21647.203,3504.9502,0.067703255
31,19.58208325682868,-29.417082994593994,0.4964461,32.940506,0.026431853
32,19.58208325682868,-29.833749659594,382.502,36.467503,0.0118181985
33,19.58208325682868,-30.250416324593992,35.264008,40.966957,0.014791169
34,19.58208325682868,-31.083749654594,17129.35,3022.1628,0.027707418
35,19.58208325682868,-31.500416319593995,1505.5878,10110.688,0.07851587
36,19.58208325682868,-31.917082984594,707.7941,181.92358,0.01920343
37,19.58208325682868,-32.33374964959399,11865.698,340.97415,0.020451
38,19.58208325682868,-32.75041631459399,42490.273,1536.8086,0.018299786
39,19.58208325682868,-33.167082979594,247090.05,7394.932,0.18328555
40,19.58208325682868,-34.000416309594,162707.36,18089.53,0.12935868
41,19.99874992182868,-29.000416329594,75.86185,32.15162,0.023194686
42,19.99874992182868,-29.417082994593994,0.79491174,69.01697,0.023083556
43,19.99874992182868,-30.250416324593992,201.13739,63.37034,0.011363289
44,19.99874992182868,-30.667082989593997,587.3107,33.32691,0.017277613
45,19.99874992182868,-31.083749654594,223.85255,61.1816,0.015006274
46,19.99874992182868,-31.500416319593995,43609.38,299.89633,0.020812845
47,19.99874992182868,-31.917082984594,1060.4598,357.9917,0.013583072
48,19.99874992182868,-32.75041631459399,1435.599,181.67725,0.015073949
49,19.99874992182868,-33.167082979594,16058.413,9855.706,0.07472127
50,19.99874992182868,-33.583749644594,158213.9,34199.277,0.1254082
51,19.99874992182868,-34.000416309594,303464.8,69566.98,0.47250578
52,19.99874992182868,-34.417082974593995,46476.18,26540.584,0.11680584
53,20.415416586828677,-26.917083004594,21344.697,896.10846,inf
54,20.415416586828677,-27.333749669593995,1321.5243,34.209038,0.018550206
55,20.415416586828677,-27.750416334593996,618.1299,93.41913,0.015645584
56,20.415416586828677,-28.583749664594,32386.426,23558.8,0.10730279
57,20.415416586828677,-29.000416329594,22.56971,249.13835,0.031414814
58,20.415416586828677,-29.417082994593994,1156.5554,149.0229,0.016587116
59,20.415416586828677,-29.833749659594,227.9071,99.90005,0.010118496
60,20.415416586828677,-30.250416324593992,1118.255,147.87146,0.015185949
61,20.415416586828677,-31.083749654594,671.6573,317.5768,0.017300947
62,20.415416586828677,-31.500416319593995,274.03772,604.8358,0.016654713
63,20.415416586828677,-31.917082984594,4249.1777,715.58435,0.013748659
64,20.415416586828677,-32.33374964959399,2378.2285,353.65417,0.012145054
65,20.415416586828677,-32.75041631459399,712.3312,198.08736,0.010559603
66,20.415416586828677,-33.167082979594,7056.448,985.4407,0.055516005
67,20.415416586828677,-33.583749644594,42901.387,1550.4814,0.021460908
68,20.415416586828677,-34.000416309594,233176.03,29690.682,0.14458792
69,20.83208325182868,-27.333749669593995,445.04736,136.54729,0.018953076
70,20.83208325182868,-27.750416334593996,309.42624,240.1998,0.015469401
71,20.83208325182868,-28.167082999594005,36.97437,129.99567,0.015138181
72,20.83208325182868,-28.583749664594,77845.516,26688.682,0.12468071
73,20.83208325182868,-29.000416329594,87007.39,3955.9976,0.029701551
74,20.83208325182868,-29.417082994593994,212.76558,115.22395,0.019779028
75,20.83208325182868,-30.667082989593997,12058.39,128.62341,0.018360013
76,20.83208325182868,-31.083749654594,135.74203,105.544174,0.015771903
77,20.83208325182868,-31.500416319593995,3441.319,3779.803,0.03831157
78,20.83208325182868,-31.917082984594,1106.726,112.81563,0.012478781
79,20.83208325182868,-32.33374964959399,11333.483,3303.9668,0.020026881
80,20.83208325182868,-32.75041631459399,221.74825,256.84888,0.014055691
81,20.83208325182868,-33.583749644594,1869.8038,968.8279,0.0248951
82,20.83208325182868,-34.000416309594,138722.38,23810.15,0.19840463
83,21.24874991682868,-27.333749669593995,825.5812,164.03708,0.018127918
84,21.24874991682868,-27.750416334593996,1164.0116,103.22797,0.015992608
85,21.24874991682868,-28.167082999594005,900.9861,239.95892,0.028190535
86,21.24874991682868,-28.583749664594,454226.2,101282.766,0.74273854
87,21.24874991682868,-29.000416329594,16445.08,57.530045,0.024122007
88,21.24874991682868,-29.417082994593994,19485.357,5216.5347,0.046067033
89,21.24874991682868,-29.833749659594,435.26166,197.85031,0.018066404
90,21.24874991682868,-30.250416324593992,322.9194,158.35902,0.017192475
91,21.24874991682868,-30.667082989593997,427.47296,297.65866,0.020357829
92,21.24874991682868,-31.083749654594,386.5008,143.37022,0.015166866
93,21.24874991682868,-31.500416319593995,21681.023,184.27808,0.016047252
94,21.24874991682868,-31.917082984594,439.65045,157.03712,0.012254422
95,21.24874991682868,-32.33374964959399,101.54116,91.76929,0.014158249
96,21.24874991682868,-32.75041631459399,215.38513,232.89005,0.017514598
97,21.24874991682868,-33.167082979594,25665.578,443.70038,0.01861241
98,21.24874991682868,-33.583749644594,16897.951,12523.263,0.05219656
99,21.24874991682868,-34.000416309594,82649.91,21292.734,0.08140847
100,21.665416581828676,-27.333749669593995,1554.43,209.01013,0.021545887
101,21.665416581828676,-27.750416334593996,208.82729,82.55147,0.017763235
102,21.665416581828676,-28.167082999594005,632.7938,75.60375,0.02028731
103,21.665416581828676,-28.583749664594,105207.89,10449.006,0.06605899
104,21.665416581828676,-29.000416329594,193.34315,2120.774,0.0320081
105,21.665416581828676,-29.417082994593994,631.7624,61.58626,0.024835963
106,21.665416581828676,-29.833749659594,750.3251,50.803608,0.020734705
107,21.665416581828676,-30.667082989593997,1893.0988,207.96068,0.018667635
108,21.665416581828676,-31.083749654594,942.943,156.13547,0.017334418
