,Long,Lat,time,GDP_PPP_mean,GDP_PPP_sum,population,nightlight,hotdays,pc
44,17.58208326482868,-29.000416329593996,2020-01-01 12:00:00,2.131404,213.14038,0.6486537,0.010232423,7.15,328.58887
45,17.58208326482868,-29.500416327594003,2020-01-01 12:00:00,203.94478,20394.479,8.122678,0.013098874,2.6,2510.8074
46,17.58208326482868,-29.583749660594,2020-01-01 12:00:00,176.13791,17613.791,2.8799186,0.014707838,2.6,6116.0728
47,17.58208326482868,-29.667082993594,2020-01-01 12:00:00,29540.074,2954007.5,316.57312,0.102171384,2.6,9331.201
48,17.58208326482868,-29.833749659593998,2020-01-01 12:00:00,22.187695,2218.7695,15.003725,0.020105906,2.6,147.88124
49,17.58208326482868,-30.083749658593995,2020-01-01 12:00:00,3252.4082,325240.8,272.96725,0.03136246,2.6,1191.5012
50,17.58208326482868,-30.250416324594,2020-01-01 12:00:00,274.7406,27474.06,2.2404888,0.023012126,2.6,12262.53
51,17.58208326482868,-30.333749657594,2020-01-01 12:00:00,377.0107,37701.07,2.0764043,0.025355743,2.6,18156.902
52,17.58208326482868,-30.500416323594,2020-01-01 12:00:00,118.92368,11892.368,1.9582888,0.024577035,5.05,6072.837
53,17.58208326482868,-30.583749656593994,2020-01-01 12:00:00,29.157917,2915.7917,1.0643501,0.027121121,5.05,2739.5044
54,17.58208326482868,-30.750416322594,2020-01-01 12:00:00,130.31068,13031.068,0.46167648,inf,5.05,28225.541
55,17.665416597828674,-28.833749663594,2020-01-01 12:00:00,68.91372,6891.372,9.812749,0.011643605,7.15,702.2876
56,17.665416597828674,-29.167082995593994,2020-01-01 12:00:00,58.756668,5875.667,9.2748995,0.015664844,7.15,633.50195
57,17.665416597828674,-29.333749661594,2020-01-01 12:00:00,393.05707,39305.707,7.966297,0.019774562,7.15,4933.9995
58,17.665416597828674,-29.500416327594003,2020-01-01 12:00:00,372.978,37297.8,1.5910747,0.01256835,2.6,23441.893
59,17.665416597828674,-29.583749660594,2020-01-01 12:00:00,251.52408,25152.408,2.7144008,0.015348798,2.6,9266.284
60,17.665416597828674,-29.667082993594,2020-01-01 12:00:00,60690.14,6069014.0,13.480133,0.021384723,2.6,450219.16
61,17.665416597828674,-29.833749659593998,2020-01-01 12:00:00,113.4314,11343.14,4.102351,0.013437848,2.6,2765.0337
62,17.665416597828674,-30.083749658593995,2020-01-01 12:00:00,22819.686,2281968.5,2.046753,0.025925817,2.6,1114921.4
63,17.665416597828674,-30.500416323594,2020-01-01 12:00:00,57.18616,5718.616,2.4405336,0.026543908,5.05,2343.1826
64,17.665416597828674,-30.750416322594,2020-01-01 12:00:00,2.2746387,227.46387,5.909165,0.034957185,5.05,38.493404
65,17.74874993082868,-29.083749662593995,2020-01-01 12:00:00,33.4547,3345.4702,0.4167488,0.021539055,7.15,8027.5464
66,17.74874993082868,-29.167082995593994,2020-01-01 12:00:00,33709.188,3370918.8,0.61919653,0.0151539305,7.15,5444020.5
67,17.74874993082868,-29.250416328593996,2020-01-01 12:00:00,782743.1,78274310.0,8040.64,0.23921072,7.15,9734.836
68,17.74874993082868,-29.417082994594,2020-01-01 12:00:00,26.38624,2638.624,70.31428,0.033871733,7.15,37.52615
69,17.74874993082868,-29.667082993594,2020-01-01 12:00:00,1149.7645,114976.45,2.8022742,0.024402991,2.6,41029.695
70,17.74874993082868,-29.750416326594,2020-01-01 12:00:00,4304.521,430452.1,2.582977,0.015896708,2.6,166649.6
71,17.74874993082868,-29.833749659593998,2020-01-01 12:00:00,7383.54,738354.0,58.573326,0.015111677,2.6,12605.636
72,17.74874993082868,-30.250416324594,2020-01-01 12:00:00,1810.27,181027.0,8.865795,0.018893369,2.6,20418.586
73,17.74874993082868,-30.417082990594004,2020-01-01 12:00:00,69.17988,6917.988,1.5197387,0.021137604,2.6,4552.0903
74,17.74874993082868,-30.750416322594,2020-01-01 12:00:00,112.54671,11254.671,5.425287,0.035852525,5.05,2074.4841
75,17.74874993082868,-30.833749655593994,2020-01-01 12:00:00,155.9017,15590.17,0.7701843,0.032510396,5.05,20242.129
76,17.83208326382868,-29.083749662593995,2020-01-01 12:00:00,141.47598,14147.598,0.68278795,0.025305843,7.15,20720.338
77,17.83208326382868,-29.250416328593996,2020-01-01 12:00:00,343.9007,34390.07,0.8081948,0.03631753,7.15,42551.707
78,17.83208326382868,-29.417082994594,2020-01-01 12:00:00,35876.684,3587668.5,1.6622721,0.029815033,7.15,2158292.0
79,17.83208326382868,-29.500416327594003,2020-01-01 12:00:00,40723.336,4072333.5,3.8611612,0.03140776,2.6,1054691.4
80,17.83208326382868,-29.583749660594,2020-01-01 12:00:00,462589.9,46258990.0,1920.0555,0.29268008,2.6,24092.527
81,17.83208326382868,-29.667082993594,2020-01-01 12:00:00,3034.2139,303421.38,5945.6235,0.3127561,2.6,51.032726
82,17.83208326382868,-29.750416326594,2020-01-01 12:00:00,2944.9055,294490.56,32.619682,0.036556,2.6,9028.002
83,17.83208326382868,-29.833749659593998,2020-01-01 12:00:00,861.23364,86123.37,23.122004,0.02037119,2.6,3724.7363
84,17.83208326382868,-30.000416325593996,2020-01-01 12:00:00,67.30113,6730.1133,5.1544847,0.01628245,2.6,1305.6812
85,17.83208326382868,-30.083749658593995,2020-01-01 12:00:00,646.85565,64685.562,4.327945,0.014665028,2.6,14946.021
86,17.83208326382868,-30.167082991593997,2020-01-01 12:00:00,5715.6523,571565.25,17.9947,0.017674576,2.6,31762.979
87,17.83208326382868,-30.250416324594,2020-01-01 12:00:00,68.20992,6820.992,13.669524,0.018084787,2.6,498.99265
88,17.83208326382868,-30.333749657594,2020-01-01 12:00:00,42723.44,4272344.0,9.918314,0.03524775,2.6,430753.06
89,17.83208326382868,-30.417082990594004,2020-01-01 12:00:00,28673.445,2867344.5,2.5163155,0.021954777,2.6,1139501.2
90,17.83208326382868,-30.750416322594,2020-01-01 12:00:00,205.47362,20547.361,0.6202241,0.031236148,5.05,33128.93
91,17.83208326382868,-31.000416321593995,2020-01-01 12:00:00,538.0493,53804.93,14.561176,0.030395431,5.05,3695.095
92,17.83208326382868,-31.083749654593998,2020-01-01 12:00:00,137.99768,13799.769,216.7673,0.032146778,5.05,63.66167
93,17.83208326382868,-31.167082987594,2020-01-01 12:00:00,274.41104,27441.105,1.153022,inf,5.05,23799.29
94,17.91541659682868,-29.417082994594,2020-01-01 12:00:00,307.8456,30784.562,1.0707264,0.026938494,7.15,28751.102
95,17.91541659682868,-29.500416327594003,2020-01-01 12:00:00,91092.9,9109290.0,2657.1934,0.17750196,2.6,3428.1624
96,17.91541659682868,-29.583749660594,2020-01-01 12:00:00,1793474.9,179347490.0,7184.747,0.50614214,2.6,24962.256
97,17.91541659682868,-29.667082993594,2020-01-01 12:00:00,352127.12,35212710.0,8448.7295,1.2163582,2.6,4167.8115
98,17.91541659682868,-29.750416326594,2020-01-01 12:00:00,230.40892,23040.893,61.20286,0.055738915,2.6,376.46756
99,17.91541659682868,-30.167082991593997,2020-01-01 12:00:00,5475.6445,547564.44,234.61694,0.029470101,2.6,2333.8657
100,17.91541659682868,-30.250416324594,2020-01-01 12:00:00,5342.5186,534251.9,709.71014,0.0396847,2.6,752.7747
101,17.91541659682868,-30.333749657594,2020-01-01 12:00:00,197428.23,19742824.0,1397.0203,0.058452632,2.6,14132.096
102,17.91541659682868,-30.417082990594004,2020-01-01 12:00:00,28918.297,2891829.8,20.206247,0.021875147,2.6,143115.62
103,17.91541659682868,-30.500416323594,2020-01-01 12:00:00,11114.818,1111481.9,10.8818655,0.025401032,5.05,102140.75
104,17.91541659682868,-30.583749656593994,2020-01-01 12:00:00,333.35077,33335.08,16.85198,0.02772249,5.05,1978.1105
105,17.91541659682868,-30.667082989594,2020-01-01 12:00:00,5113.4463,511344.62,9.361552,0.024167407,5.05,54621.777
106,17.91541659682868,-30.833749655593994,2020-01-01 12:00:00,61.905552,6190.555,0.22306174,0.02448721,5.05,27752.654
107,17.91541659682868,-31.000416321593995,2020-01-01 12:00:00,24602.725,2460272.5,1.7545186,0.023001334,5.05,1402249.2
108,17.91541659682868,-31.083749654593998,2020-01-01 12:00:00,65.680756,6568.0757,0.8943824,0.029288365,5.05,7343.6997
109,17.91541659682868,-31.167082987594,2020-01-01 12:00:00,57079.996,5707999.5,8.685232,0.038896278,5.05,657207.5
110,17.91541659682868,-31.250416320594002,2020-01-01 12:00:00,15815.421,1581542.1,145.34518,inf,5.05,10881.283
111,17.99874992982868,-29.000416329593996,2020-01-01 12:00:00,1070.3712,107037.12,0.92483443,0.030537222,7.15,115736.516
112,17.99874992982868,-29.417082994594,2020-01-01 12:00:00,199.77141,19977.14,0.59601766,0.024954796,7.15,33517.7
113,17.99874992982868,-29.500416327594003,2020-01-01 12:00:00,486906.1,48690610.0,15.096667,0.04033511,2.6,3225255.5
114,17.99874992982868,-29.583749660594,2020-01-01 12:00:00,63500.83,6350083.0,50.531136,0.05966358,2.6,125666.74
115,17.99874992982868,-29.667082993594,2020-01-01 12:00:00,2548.772,254877.19,41.43793,0.07540868,2.6,6150.8184
116,17.99874992982868,-29.750416326594,2020-01-01 12:00:00,1560.188,156018.8,2.0108461,0.021336181,2.6,77588.63
117,17.99874992982868,-29.833749659593998,2020-01-01 12:00:00,899.84717,89984.72,0.7785363,0.020603303,2.6,115581.914
118,17.99874992982868,-29.917082992593997,2020-01-01 12:00:00,3702.5227,370252.28,1.155035,0.019773562,2.6,320555.03
119,17.99874992982868,-30.083749658593995,2020-01-01 12:00:00,201.08328,20108.328,2.3347723,0.007837091,2.6,8612.543
120,17.99874992982868,-30.167082991593997,2020-01-01 12:00:00,296375.25,29637524.0,21.787205,0.011465807,2.6,1360317.9
121,17.99874992982868,-30.250416324594,2020-01-01 12:00:00,374.6528,37465.28,17.647312,0.009282401,2.6,2123.0022
122,17.99874992982868,-30.333749657594,2020-01-01 12:00:00,41663.05,4166305.0,254.45084,0.015613396,2.6,16373.713
123,17.99874992982868,-30.417082990594004,2020-01-01 12:00:00,56861.613,5686161.5,276.21765,0.01894712,2.6,20585.8
124,17.99874992982868,-30.500416323594,2020-01-01 12:00:00,174979.22,17497922.0,204.85379,0.024564268,5.05,85416.64
125,17.99874992982868,-30.750416322594,2020-01-01 12:00:00,5348.129,534812.9,3.6279685,0.02739121,5.05,147413.88
126,17.99874992982868,-30.833749655593994,2020-01-01 12:00:00,14266.775,1426677.5,736.3334,0.03776943,5.05,1937.5428
127,17.99874992982868,-31.000416321593995,2020-01-01 12:00:00,595.211,59521.098,29.532177,0.02340935,5.05,2015.466
128,17.99874992982868,-31.167082987594,2020-01-01 12:00:00,1707.2416,170724.16,7.0080748,0.037479173,5.05,24361.064
129,17.99874992982868,-31.250416320594002,2020-01-01 12:00:00,318.01923,31801.922,12.651892,0.20088503,5.05,2513.61
130,17.99874992982868,-31.333749653593998,2020-01-01 12:00:00,1485.1422,148514.22,3.257021,0.04229243,5.05,45598.176
131,17.99874992982868,-32.833749647594004,2020-01-01 12:00:00,1600222.9,160022290.0,69.55797,0.18524383,0.2,2300560.2
132,17.99874992982868,-32.917082980594,2020-01-01 12:00:00,406868.97,40686896.0,44243.527,4.9629183,0.2,919.61237
133,18.08208326282868,-29.500416327594003,2020-01-01 12:00:00,53.343124,5334.3125,0.57157385,0.023636207,2.6,9332.674
134,18.08208326282868,-29.667082993594,2020-01-01 12:00:00,4.94041,494.04102,0.38996792,0.019544924,2.6,1266.8761
135,18.08208326282868,-29.833749659593998,2020-01-01 12:00:00,164.85254,16485.254,5.624309,0.016183363,2.6,2931.0718
136,18.08208326282868,-29.917082992593997,2020-01-01 12:00:00,72.76546,7276.546,8.577182,0.017633162,2.6,848.3609
137,18.08208326282868,-30.000416325593996,2020-01-01 12:00:00,92.30548,9230.548,0.37522966,0.0139697995,2.6,24599.729
138,18.08208326282868,-30.083749658593995,2020-01-01 12:00:00,378.45673,37845.67,0.3786686,0.008325585,2.6,99944.05
139,18.08208326282868,-30.167082991593997,2020-01-01 12:00:00,3030.5,303050.0,7.978107,0.011195116,2.6,37985.203
140,18.08208326282868,-30.250416324594,2020-01-01 12:00:00,976.0527,97605.266,6.9959846,0.00939308,2.6,13951.612
141,18.08208326282868,-30.333749657594,2020-01-01 12:00:00,89.37365,8937.365,621.0502,0.013698325,2.6,14.39073
142,18.08208326282868,-30.583749656593994,2020-01-01 12:00:00,5.6100793,561.00793,0.64194584,0.023828972,5.05,873.91785
143,18.08208326282868,-30.667082989594,2020-01-01 12:00:00,76.47674,7647.674,4.4138165,0.027692005,5.05,1732.667
144,18.08208326282868,-30.750416322594,2020-01-01 12:00:00,32873.71,3287371.0,5.1311097,0.025891183,5.05,640674.5
145,18.08208326282868,-30.833749655593994,2020-01-01 12:00:00,131146.14,13114614.0,128.5823,0.027246714,5.05,101993.92
146,18.08208326282868,-30.917082988593997,2020-01-01 12:00:00,183296.34,18329634.0,744.55554,0.03227818,5.05,24618.223
147,18.08208326282868,-31.167082987594,2020-01-01 12:00:00,88.48726,8848.726,6.649327,0.026419379,5.05,1330.7701
148,18.08208326282868,-31.417082986594,2020-01-01 12:00:00,94.749886,9474.988,2.3952677,0.025470192,5.05,3955.7117
149,18.08208326282868,-32.833749647594004,2020-01-01 12:00:00,2494573.0,249457300.0,2799.0059,0.21258728,0.2,89123.53
150,18.08208326282868,-32.917082980594,2020-01-01 12:00:00,835109.2,83510920.0,421.6266,1.9132209,0.2,198068.44
151,18.08208326282868,-33.000416313594,2020-01-01 12:00:00,631090.5,63109050.0,312.29355,3.200565,0.2,202082.45
152,18.165416595828678,-29.000416329593996,2020-01-01 12:00:00,147.14943,14714.943,5.7947545,0.022061495,7.15,2539.3557
153,18.165416595828678,-29.833749659593998,2020-01-01 12:00:00,28.790508,2879.0508,5.9848785,0.018297909,2.6,481.05417
154,18.165416595828678,-30.167082991593997,2020-01-01 12:00:00,94860.99,9486099.0,6.5328298,0.012453241,2.6,1452065.9
155,18.165416595828678,-30.250416324594,2020-01-01 12:00:00,50944.62,5094462.0,452.64896,0.015345932,2.6,11254.774
156,18.165416595828678,-30.333749657594,2020-01-01 12:00:00,3785.71,378571.0,2.9290118,0.0105775455,2.6,129248.71
157,18.165416595828678,-30.417082990594004,2020-01-01 12:00:00,1512.0591,151205.9,5.785972,0.012452154,2.6,26133.19
158,18.165416595828678,-30.500416323594,2020-01-01 12:00:00,88.285675,8828.567,5.330751,0.010385601,5.05,1656.1583
159,18.165416595828678,-30.583749656593994,2020-01-01 12:00:00,512.4039,51240.387,3.9763763,0.016285043,5.05,12886.201
160,18.165416595828678,-31.167082987594,2020-01-01 12:00:00,54.975426,5497.5425,0.721478,0.029082635,5.05,7619.834
161,18.165416595828678,-31.250416320594002,2020-01-01 12:00:00,187.74887,18774.887,15.82225,0.032608107,5.05,1186.6129
162,18.165416595828678,-31.333749653593998,2020-01-01 12:00:00,2567.4932,256749.31,7.60905,0.033064097,5.05,33742.625
163,18.165416595828678,-31.583749652594,2020-01-01 12:00:00,16907.947,1690794.8,143.7172,inf,0.15,11764.735
164,18.165416595828678,-32.833749647594004,2020-01-01 12:00:00,2893.1453,289314.53,124.38461,0.15431975,0.2,2325.9673
165,18.165416595828678,-32.917082980594,2020-01-01 12:00:00,93280.04,9328004.0,40.614845,0.14293495,0.2,229669.81
166,18.165416595828678,-33.000416313594,2020-01-01 12:00:00,330.02597,33002.598,1104.5739,0.2295417,0.2,29.878126
167,18.165416595828678,-33.083749646594,2020-01-01 12:00:00,3279.0693,327906.94,5.210683,0.08849647,0.2,62929.742
168,18.165416595828678,-33.167082979594,2020-01-01 12:00:00,9835.86,983586.0,21.060375,0.044550274,0.2,46703.156
169,18.24874992882868,-29.000416329593996,2020-01-01 12:00:00,25.350662,2535.0662,0.93378985,0.022023302,7.15,2714.8145
170,18.24874992882868,-29.833749659593998,2020-01-01 12:00:00,30.7702,3077.02,0.6015684,0.017002946,2.6,5114.996
171,18.24874992882868,-30.000416325593996,2020-01-01 12:00:00,4.0299244,402.99243,338.37167,0.019712392,2.6,1.1909757
172,18.24874992882868,-30.167082991593997,2020-01-01 12:00:00,179.59105,17959.105,0.113530874,0.01709731,2.6,158186.97
173,18.24874992882868,-30.333749657594,2020-01-01 12:00:00,3262.375,326237.5,405.8789,0.020514138,2.6,803.7804
174,18.24874992882868,-30.417082990594004,2020-01-01 12:00:00,32.063072,3206.3071,2.414316,0.016528143,2.6,1328.0396
175,18.24874992882868,-30.500416323594,2020-01-01 12:00:00,268.7847,26878.469,2.1480992,0.016687347,5.05,12512.676
176,18.24874992882868,-30.583749656593994,2020-01-01 12:00:00,21.66748,2166.748,0.48581392,0.021795759,5.05,4460.037
177,18.24874992882868,-30.833749655593994,2020-01-01 12:00:00,347.91254,34791.254,0.7896547,0.022656571,5.05,44058.82
178,18.24874992882868,-31.000416321593995,2020-01-01 12:00:00,37796.22,3779622.0,236.94061,0.05441547,5.05,15951.77
179,18.24874992882868,-31.250416320594002,2020-01-01 12:00:00,1821.5331,182153.31,19.417765,0.031850483,5.05,9380.756
180,18.24874992882868,-31.333749653593998,2020-01-01 12:00:00,11154.17,1115417.0,169.51123,0.030935211,5.05,6580.1953
181,18.24874992882868,-31.500416319593995,2020-01-01 12:00:00,106203.3,10620330.0,1177.8253,0.34311888,0.15,9016.897
182,18.24874992882868,-31.583749652594,2020-01-01 12:00:00,149834.27,14983426.0,2991.7263,0.09269653,0.15,5008.2876
183,18.24874992882868,-31.667082985594,2020-01-01 12:00:00,156507.77,15650776.0,358.1595,0.031793047,0.15,43697.785
184,18.24874992882868,-32.750416314594005,2020-01-01 12:00:00,777524.4,77752440.0,100.90145,0.0796105,0.2,770578.0
185,18.24874992882868,-32.833749647594004,2020-01-01 12:00:00,17735.297,1773529.8,165.21721,0.068880536,0.2,10734.534
186,18.24874992882868,-32.917082980594,2020-01-01 12:00:00,35625.266,3562526.5,32.027874,0.059478216,0.2,111232.06
187,18.24874992882868,-33.000416313594,2020-01-01 12:00:00,806.9682,80696.82,277.9642,0.08643186,0.2,290.31372
188,18.24874992882868,-33.083749646594,2020-01-01 12:00:00,8.667593,866.7593,1.6712592,0.055743225,0.2,518.62646
189,18.24874992882868,-33.167082979594,2020-01-01 12:00:00,728.594,72859.4,9.947808,0.039620575,0.2,7324.166
190,18.24874992882868,-33.250416312594,2020-01-01 12:00:00,30364.268,3036426.8,187.95895,0.056653477,0.2,16154.733
191,18.24874992882868,-33.33374964559399,2020-01-01 12:00:00,41783.72,4178372.0,213.90343,0.0719279,0.2,19533.918
192,18.33208326182868,-29.500416327594003,2020-01-01 12:00:00,40.038883,4003.8882,0.904561,0.019883431,2.6,4426.333
193,18.33208326182868,-30.000416325593996,2020-01-01 12:00:00,55869.754,5586975.5,0.1650452,0.015029762,2.6,33851184.0
194,18.33208326182868,-30.083749658593995,2020-01-01 12:00:00,2.68011,268.011,0.14752394,0.014327446,2.6,1816.7288
195,18.33208326182868,-30.333749657594,2020-01-01 12:00:00,40610.426,4061042.5,0.1015343,0.020075338,2.6,39996756.0
196,18.33208326182868,-30.667082989594,2020-01-01 12:00:00,81.24096,8124.0957,0.18148676,0.02155184,5.05,44764.125
197,18.33208326182868,-30.750416322594,2020-01-01 12:00:00,100.74477,10074.477,0.25509223,0.022289284,5.05,39493.465
198,18.33208326182868,-30.917082988593997,2020-01-01 12:00:00,73.26769,7326.769,0.5463422,0.025317121,5.05,13410.586
199,18.33208326182868,-31.000416321593995,2020-01-01 12:00:00,101043.2,10104320.0,0.8194729,0.03298934,5.05,12330267.0
200,18.33208326182868,-31.167082987594,2020-01-01 12:00:00,936.42773,93642.77,775.1998,0.04677008,5.05,120.79824
201,18.33208326182868,-31.250416320594002,2020-01-01 12:00:00,221.70514,22170.514,13.266525,0.027647091,5.05,1671.1621
202,18.33208326182868,-31.333749653593998,2020-01-01 12:00:00,51653.055,5165305.5,29.68703,0.02864384,5.05,173991.98
203,18.33208326182868,-31.417082986594,2020-01-01 12:00:00,3960.5925,396059.25,41.903362,0.07003261,5.05,9451.7295
204,18.33208326182868,-31.500416319593995,2020-01-01 12:00:00,432473.25,43247324.0,1464.212,0.23526758,0.15,29536.244
205,18.33208326182868,-31.583749652594,2020-01-01 12:00:00,2240.0396,224003.95,9733.2,0.46865445,0.15,23.01442
206,18.33208326182868,-32.66708298159399,2020-01-01 12:00:00,661.0361,66103.61,57.44818,0.030887488,0.2,1150.6649
207,18.33208326182868,-32.750416314594005,2020-01-01 12:00:00,7236.737,723673.7,77.73487,0.033818908,0.2,9309.512
208,18.33208326182868,-32.833749647594004,2020-01-01 12:00:00,23652.863,2365286.2,111.9567,0.044470888,0.2,21126.795
209,18.33208326182868,-33.000416313594,2020-01-01 12:00:00,508780.72,50878070.0,160.57709,0.07939269,0.2,316845.16
210,18.33208326182868,-33.167082979594,2020-01-01 12:00:00,9390.525,939052.5,44.47392,0.044406146,0.2,21114.678
211,18.33208326182868,-33.250416312594,2020-01-01 12:00:00,85921.51,8592151.0,189.3738,0.061613042,0.2,45371.383
212,18.33208326182868,-33.33374964559399,2020-01-01 12:00:00,1522.864,152286.4,281.38287,0.21925446,0.2,541.2071
213,18.33208326182868,-33.417082978593996,2020-01-01 12:00:00,66239.72,6623972.0,236.49402,0.087516144,0.2,28009.047
214,18.415416594828677,-29.083749662593995,2020-01-01 12:00:00,79.02198,7902.198,0.3748574,0.026530216,7.15,21080.545
215,18.415416594828677,-29.167082995593994,2020-01-01 12:00:00,4637.338,463733.8,29.929918,0.025299026,7.15,15493.988
216,18.415416594828677,-30.083749658593995,2020-01-01 12:00:00,310.37146,31037.145,2.7813478,0.013965955,2.6,11159.03
217,18.415416594828677,-30.167082991593997,2020-01-01 12:00:00,116.54817,11654.817,12.385991,0.01614042,2.6,940.9677
218,18.415416594828677,-30.750416322594,2020-01-01 12:00:00,101.666084,10166.608,0.3294938,0.023167295,5.05,30855.234
219,18.415416594828677,-31.083749654593998,2020-01-01 12:00:00,61123.42,6112342.0,6.263643,0.028345147,5.05,975844.6
220,18.415416594828677,-31.500416319593995,2020-01-01 12:00:00,1073965.6,107396560.0,18.952587,0.040245485,0.15,5666591.0
